id,user_id,game_name,duration_mins,skipped_meals,skipped_sleep,started_at
329fc2dd-9231-4b21-8f92-df00a532f3f5,b6833d54-1b64-4bab-a291-8cc54c90e020,WoW,60,0,0,2026-06-18T14:53:51.006955+00:00
bf08ebe4-639f-4417-a117-b0eb1174e05e,b6833d54-1b64-4bab-a291-8cc54c90e020,WoW,88,0,0,2026-06-19T14:53:51.006955+00:00
a3d52210-b50f-493f-af52-4e5badba5b76,b6833d54-1b64-4bab-a291-8cc54c90e020,Apex Legends,52,0,0,2026-06-20T14:53:51.006955+00:00
9c0680f5-8083-4105-90f4-d75112697291,b6833d54-1b64-4bab-a291-8cc54c90e020,WoW,70,0,0,2026-06-21T14:53:51.006955+00:00
0011e0b1-edd9-475d-9a15-142d7fb56729,b6833d54-1b64-4bab-a291-8cc54c90e020,Apex Legends,88,0,0,2026-06-22T14:53:51.006955+00:00
702acd5f-cd5c-4e7a-b060-cbbbc839b18f,b6833d54-1b64-4bab-a291-8cc54c90e020,League of Legends,64,0,0,2026-06-23T14:53:51.006955+00:00
1d106146-c2c2-4fe2-912c-9684d6925950,b6833d54-1b64-4bab-a291-8cc54c90e020,WoW,36,0,0,2026-06-24T14:53:51.006955+00:00
9c4da650-1967-440e-853c-5bc9b5b9c982,d8f536e3-e119-4e9a-a123-6904b017fa92,WoW,116,0,1,2026-06-11T14:53:51.006955+00:00
fbfc0283-52ed-47a1-b7bf-26ab703ca03a,d8f536e3-e119-4e9a-a123-6904b017fa92,League of Legends,85,0,0,2026-06-12T14:53:51.006955+00:00
e48553ed-406e-461f-b9e7-d09564b9b4c7,d8f536e3-e119-4e9a-a123-6904b017fa92,Apex Legends,123,0,0,2026-06-13T14:53:51.006955+00:00
f4157bb6-3d85-4cd2-8a23-6e1690e03e16,d8f536e3-e119-4e9a-a123-6904b017fa92,League of Legends,119,0,0,2026-06-14T14:53:51.006955+00:00
65277fc5-6955-4ec7-b7fb-a3ac0e6b4897,d8f536e3-e119-4e9a-a123-6904b017fa92,Valorant,180,0,1,2026-06-15T14:53:51.006955+00:00
7b66a9dd-350f-471f-8a1d-a9b96a5674e1,d8f536e3-e119-4e9a-a123-6904b017fa92,WoW,81,0,0,2026-06-16T14:53:51.006955+00:00
14a80c03-28ca-4298-8fd3-e036aa865b68,d8f536e3-e119-4e9a-a123-6904b017fa92,Valorant,153,1,0,2026-06-17T14:53:51.006955+00:00
5d404af0-9f2e-41f0-a7b2-ffa8d8f87b79,d8f536e3-e119-4e9a-a123-6904b017fa92,Genshin Impact,90,0,0,2026-06-18T14:53:51.006955+00:00
d4da77af-0e37-4892-9799-54cb912c2d0f,d8f536e3-e119-4e9a-a123-6904b017fa92,Apex Legends,113,0,0,2026-06-19T14:53:51.006955+00:00
2f369b82-21ca-4dbb-bddc-a3a5f331acef,d8f536e3-e119-4e9a-a123-6904b017fa92,Genshin Impact,111,0,0,2026-06-20T14:53:51.006955+00:00
40e687ee-ef4e-406f-bbd6-387cbfa11cda,d8f536e3-e119-4e9a-a123-6904b017fa92,Genshin Impact,77,1,0,2026-06-21T14:53:51.006955+00:00
57cff0cd-7bf0-4e21-8bf7-d7b082e3f934,d8f536e3-e119-4e9a-a123-6904b017fa92,WoW,113,0,0,2026-06-22T14:53:51.006955+00:00
8c8a49a1-e6c0-4dfd-bcba-0566fafb7eb5,d8f536e3-e119-4e9a-a123-6904b017fa92,Valorant,133,0,0,2026-06-23T14:53:51.006955+00:00
3194f34e-76d7-4f78-8fad-117ba5f10a7d,d8f536e3-e119-4e9a-a123-6904b017fa92,League of Legends,166,0,0,2026-06-24T14:53:51.006955+00:00
430af626-b7fb-4977-a3b0-1e72147f4eab,b530b42f-2f1b-47a4-b348-9904c29536c9,Genshin Impact,64,0,0,2026-06-11T14:53:51.006955+00:00
f03e8875-1650-486a-b883-a5669d778a33,b530b42f-2f1b-47a4-b348-9904c29536c9,Apex Legends,75,0,0,2026-06-12T14:53:51.006955+00:00
59da899e-be3e-43cc-9805-c51850faac71,b530b42f-2f1b-47a4-b348-9904c29536c9,Valorant,75,0,0,2026-06-13T14:53:51.006955+00:00
a97430df-704e-4973-989c-61be918c6e33,b530b42f-2f1b-47a4-b348-9904c29536c9,Valorant,34,0,0,2026-06-14T14:53:51.006955+00:00
590bc0a5-cbbd-4e57-af38-eaf919aa8273,b530b42f-2f1b-47a4-b348-9904c29536c9,League of Legends,24,0,0,2026-06-15T14:53:51.006955+00:00
6bae2dae-b8cf-4f45-9f89-4ddce7cb05fc,b530b42f-2f1b-47a4-b348-9904c29536c9,Genshin Impact,81,0,0,2026-06-16T14:53:51.006955+00:00
95beba95-0aa2-4be3-8cbf-5cb6134048b5,b530b42f-2f1b-47a4-b348-9904c29536c9,Valorant,36,0,0,2026-06-17T14:53:51.006955+00:00
47fe1bb1-87e5-470b-ba77-5bb4df3a05da,b530b42f-2f1b-47a4-b348-9904c29536c9,Valorant,90,0,0,2026-06-18T14:53:51.006955+00:00
0b473cd1-5205-413d-891c-a478f7d5691d,b530b42f-2f1b-47a4-b348-9904c29536c9,Apex Legends,64,0,0,2026-06-19T14:53:51.006955+00:00
b11ef0f6-027f-4aca-a84d-fddb07167379,b530b42f-2f1b-47a4-b348-9904c29536c9,Apex Legends,66,0,0,2026-06-20T14:53:51.006955+00:00
6a45ae59-98f6-4175-b1b8-0296581ab093,b530b42f-2f1b-47a4-b348-9904c29536c9,Apex Legends,37,0,0,2026-06-21T14:53:51.006955+00:00
0ed2b4d2-01e9-4873-9e1a-98c7a19ce40a,b530b42f-2f1b-47a4-b348-9904c29536c9,Valorant,36,0,0,2026-06-22T14:53:51.006955+00:00
eadc2e61-9590-4c6f-b326-1fb077e18cb5,b530b42f-2f1b-47a4-b348-9904c29536c9,League of Legends,40,0,0,2026-06-23T14:53:51.006955+00:00
6b3e3bc3-a73d-47fb-a676-be7204127c3e,b530b42f-2f1b-47a4-b348-9904c29536c9,League of Legends,81,0,0,2026-06-24T14:53:51.006955+00:00
c4708693-4e0c-4c1b-b92d-555aa0b110dd,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Valorant,298,1,1,2026-06-11T14:53:51.006955+00:00
1202a142-2ff0-45e1-a960-0925071e1200,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Valorant,263,0,0,2026-06-12T14:53:51.006955+00:00
74940ec9-b1a3-4330-8134-df098cb8e1b5,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Valorant,303,0,1,2026-06-13T14:53:51.006955+00:00
e10e6a8e-68bb-45d6-88a9-2b07ea2bbe77,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,League of Legends,443,0,0,2026-06-14T14:53:51.006955+00:00
fa8c20ae-bce2-4630-b3ea-480a08c65bb5,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Valorant,450,1,1,2026-06-15T14:53:51.006955+00:00
0e02c54d-e420-4ef2-9de2-aec1c5c0d4fe,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,League of Legends,369,1,1,2026-06-16T14:53:51.006955+00:00
1fedfa1f-e84f-4e3e-9951-41de9717d314,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Apex Legends,372,1,1,2026-06-17T14:53:51.006955+00:00
b9d5e7ab-6433-4364-a6f5-b539773b6cd1,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,League of Legends,483,1,0,2026-06-18T14:53:51.006955+00:00
72a6e04e-8760-4b86-8146-05852bc40327,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,League of Legends,567,0,0,2026-06-19T14:53:51.006955+00:00
28bfd97c-0ebb-438e-8f16-03ea5325e43b,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,WoW,498,1,1,2026-06-20T14:53:51.006955+00:00
df77bb35-07ac-4dec-abe5-0c9ac758109f,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Valorant,485,0,1,2026-06-21T14:53:51.006955+00:00
ae2e39ae-1e3e-4d14-9a16-7bcf12c1e5e1,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,League of Legends,517,1,1,2026-06-22T14:53:51.006955+00:00
df8598cd-0f99-4824-a507-33c907aa367e,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,Valorant,559,0,1,2026-06-23T14:53:51.006955+00:00
1b7d6fa6-72e7-4371-923b-faf8b8fb69f2,d5e10dd3-8919-4c2f-8b36-ceecdc5e2225,League of Legends,481,1,1,2026-06-24T14:53:51.006955+00:00
277d5790-fc24-42d0-a958-4c4d5fc84687,5a9ce247-6249-4547-8278-3972191bc971,Apex Legends,63,0,0,2026-06-11T14:53:51.006955+00:00
96bcac1d-1778-4ef0-8474-e6adecf14c8b,5a9ce247-6249-4547-8278-3972191bc971,Genshin Impact,22,0,0,2026-06-12T14:53:51.006955+00:00
22989c3b-b539-43eb-892e-45f21462cf9f,5a9ce247-6249-4547-8278-3972191bc971,Apex Legends,57,0,0,2026-06-13T14:53:51.006955+00:00
cbd40354-c762-4ef4-8fe3-944e0a372a07,5a9ce247-6249-4547-8278-3972191bc971,League of Legends,21,0,0,2026-06-14T14:53:51.006955+00:00
68dcb122-7180-4765-a10d-39f043fc5761,5a9ce247-6249-4547-8278-3972191bc971,WoW,64,0,0,2026-06-15T14:53:51.006955+00:00
145765f5-5dca-4953-8a28-62c0e0611047,5a9ce247-6249-4547-8278-3972191bc971,Valorant,78,0,0,2026-06-16T14:53:51.006955+00:00
faf34239-d13b-453b-932f-6c3ebfb930f3,5a9ce247-6249-4547-8278-3972191bc971,Valorant,82,0,0,2026-06-17T14:53:51.006955+00:00
8310666e-7bb3-42f0-bf59-b86cc511f9e3,5a9ce247-6249-4547-8278-3972191bc971,WoW,64,0,0,2026-06-18T14:53:51.006955+00:00
2c05666c-de7f-499d-8425-2d506fa23f43,5a9ce247-6249-4547-8278-3972191bc971,Genshin Impact,72,0,0,2026-06-19T14:53:51.006955+00:00
f00f9d82-2e98-4ed9-93a9-a634c10837e7,5a9ce247-6249-4547-8278-3972191bc971,WoW,25,0,0,2026-06-20T14:53:51.006955+00:00
24d41e42-00d9-46a2-9e8d-a044cf31ddef,5a9ce247-6249-4547-8278-3972191bc971,League of Legends,89,0,0,2026-06-21T14:53:51.006955+00:00
a4e5573a-bf3d-41de-b7a1-80bd1f3f6fcc,5a9ce247-6249-4547-8278-3972191bc971,Valorant,55,0,0,2026-06-22T14:53:51.006955+00:00
009bff97-924c-491e-b62d-c408ffe94a9a,5a9ce247-6249-4547-8278-3972191bc971,WoW,35,0,0,2026-06-23T14:53:51.006955+00:00
e3a9b2f8-fb7f-4745-b4e6-f93ac8118ced,5a9ce247-6249-4547-8278-3972191bc971,Apex Legends,77,0,0,2026-06-24T14:53:51.006955+00:00
b36e03f3-e409-4fac-a756-7695712a92db,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Apex Legends,397,0,1,2026-06-11T14:53:51.006955+00:00
3fd2f697-aea5-466a-a346-ed11723860d2,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Valorant,586,0,0,2026-06-12T14:53:51.006955+00:00
f0a70c22-5335-41ff-a625-05779fae75c9,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Valorant,524,1,1,2026-06-13T14:53:51.006955+00:00
63d3221c-73b7-4183-907e-aed5e56728c2,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Genshin Impact,602,1,1,2026-06-14T14:53:51.006955+00:00
003272ee-e165-47cd-b119-81de3fc5e7f9,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Valorant,502,1,0,2026-06-15T14:53:51.006955+00:00
e8ed1dc0-240c-437a-ad2b-77c241acfbdb,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Apex Legends,566,0,1,2026-06-16T14:53:51.006955+00:00
186d18e0-7f0f-413e-bb91-8987ad1eb0a7,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Apex Legends,454,1,1,2026-06-17T14:53:51.006955+00:00
53c70dff-cc61-4580-b0a9-e279f443e1f9,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Valorant,553,1,1,2026-06-18T14:53:51.006955+00:00
47ecd03e-6906-4b4c-a1bd-6412e14268f5,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Apex Legends,696,1,1,2026-06-19T14:53:51.006955+00:00
a5218435-726a-4141-b17e-6f19e50a4c48,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Genshin Impact,542,1,1,2026-06-20T14:53:51.006955+00:00
77cb66f5-5bab-4589-b1bc-02ad6436a8d4,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,League of Legends,612,1,1,2026-06-21T14:53:51.006955+00:00
d97c7326-f08a-4c8e-bbef-4547a470e740,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Genshin Impact,656,1,1,2026-06-22T14:53:51.006955+00:00
faa03fcb-9446-4152-b1fb-ecdf36f5952e,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Apex Legends,685,1,1,2026-06-23T14:53:51.006955+00:00
9bd6757a-9e48-4472-a802-7e2aa6b98def,7f17c757-ff77-4c49-b21f-cd2c3a02ebab,Apex Legends,653,1,1,2026-06-24T14:53:51.006955+00:00
0b7eaecb-8afe-4a76-9f50-e06eb2754731,b953e459-5213-4c01-b50d-89911289dcd0,Genshin Impact,25,0,0,2026-06-11T14:53:51.006955+00:00
c9a2311b-5bef-4f8b-b750-3738825bb5cf,b953e459-5213-4c01-b50d-89911289dcd0,Valorant,36,0,0,2026-06-12T14:53:51.006955+00:00
9a74e62c-1738-4134-8403-c10949de050b,b953e459-5213-4c01-b50d-89911289dcd0,Apex Legends,37,0,0,2026-06-13T14:53:51.006955+00:00
777e9045-b885-4200-a5f1-745d1f619d32,b953e459-5213-4c01-b50d-89911289dcd0,Genshin Impact,32,0,0,2026-06-14T14:53:51.006955+00:00
96ecab6f-f52c-4584-9ed9-1d26d9ba333b,b953e459-5213-4c01-b50d-89911289dcd0,League of Legends,48,0,0,2026-06-15T14:53:51.006955+00:00
e6985a27-4753-4163-a3ba-774e4061bdbb,b953e459-5213-4c01-b50d-89911289dcd0,Genshin Impact,67,0,0,2026-06-16T14:53:51.006955+00:00
94f6782c-6c50-4e18-b2ea-ce4033c0ec87,b953e459-5213-4c01-b50d-89911289dcd0,Apex Legends,25,0,0,2026-06-17T14:53:51.006955+00:00
3817704f-7ec5-48df-a414-305a566964e7,b953e459-5213-4c01-b50d-89911289dcd0,WoW,65,0,0,2026-06-18T14:53:51.006955+00:00
57e33621-9ea4-4b3e-a950-b6bd3772ea5b,b953e459-5213-4c01-b50d-89911289dcd0,WoW,70,0,0,2026-06-19T14:53:51.006955+00:00
182d37ef-2dfa-4eb5-8e54-54296458423a,b953e459-5213-4c01-b50d-89911289dcd0,League of Legends,53,0,0,2026-06-20T14:53:51.006955+00:00
d9554c22-c6e5-4c7d-bad6-484e0fd20575,b953e459-5213-4c01-b50d-89911289dcd0,League of Legends,44,0,0,2026-06-21T14:53:51.006955+00:00
a3b64686-4eaa-4297-a29b-a8a69df1425f,b953e459-5213-4c01-b50d-89911289dcd0,Valorant,87,0,0,2026-06-22T14:53:51.006955+00:00
69158810-1dda-4976-a3d4-1d762dcad0a2,b953e459-5213-4c01-b50d-89911289dcd0,Apex Legends,31,0,0,2026-06-23T14:53:51.006955+00:00
2323d915-d874-47f8-adfa-44ccc3aeee1c,b953e459-5213-4c01-b50d-89911289dcd0,Valorant,57,0,0,2026-06-24T14:53:51.006955+00:00
2d13eea0-121d-4cab-8ed3-2dafe6915e8d,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,517,1,1,2026-06-11T14:53:51.006955+00:00
cf222ae8-5579-48db-ab0e-d2e2eff81376,736f2143-a06a-4272-b67d-306211318eb9,League of Legends,590,1,1,2026-06-12T14:53:51.006955+00:00
b905dd64-bf30-4b98-90a5-70b92373b811,736f2143-a06a-4272-b67d-306211318eb9,League of Legends,538,0,1,2026-06-13T14:53:51.006955+00:00
d9669099-d289-40a9-b9bc-a24dbed6954a,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,606,1,1,2026-06-14T14:53:51.006955+00:00
aff617aa-8183-4c8b-b58a-5a510d722a76,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,463,1,1,2026-06-15T14:53:51.006955+00:00
24afdda8-e01f-4214-8b13-baddf983a1a9,736f2143-a06a-4272-b67d-306211318eb9,Apex Legends,516,1,1,2026-06-16T14:53:51.006955+00:00
dd84ac27-792e-4009-8d0a-2b4fbde355dd,736f2143-a06a-4272-b67d-306211318eb9,League of Legends,537,0,1,2026-06-17T14:53:51.006955+00:00
6c6608fe-65b1-4e05-91aa-ceb2890711a6,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,505,1,1,2026-06-18T14:53:51.006955+00:00
08662687-452b-4a76-bc33-6b7ff6d5eeca,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,678,0,1,2026-06-19T14:53:51.006955+00:00
0f25643f-cc7c-4a51-ab96-d16416a50677,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,601,1,1,2026-06-20T14:53:51.006955+00:00
233858c2-28e8-49c3-82d9-b7672d8b2295,736f2143-a06a-4272-b67d-306211318eb9,League of Legends,642,0,0,2026-06-21T14:53:51.006955+00:00
bd5b8593-dd41-44ab-8a6a-1d5aab82f97d,736f2143-a06a-4272-b67d-306211318eb9,Genshin Impact,735,1,1,2026-06-22T14:53:51.006955+00:00
80ffd28a-b925-4055-92e1-664e9f517d17,736f2143-a06a-4272-b67d-306211318eb9,Apex Legends,683,1,0,2026-06-23T14:53:51.006955+00:00
1b7a1baa-8f86-44c9-b2f7-5cd42d7ce0be,736f2143-a06a-4272-b67d-306211318eb9,Apex Legends,593,1,0,2026-06-24T14:53:51.006955+00:00
72e13523-5ed4-4cbb-97bf-c798730764e8,07830028-7caf-4e91-b0f2-efd0f931126c,League of Legends,44,0,0,2026-06-11T14:53:51.006955+00:00
4c885f60-dc4e-4cf2-b8bd-d9de29b65ce2,07830028-7caf-4e91-b0f2-efd0f931126c,WoW,75,0,0,2026-06-12T14:53:51.006955+00:00
cadbe9f2-5f36-4578-8a7a-86c6e20ce50c,07830028-7caf-4e91-b0f2-efd0f931126c,Genshin Impact,40,0,0,2026-06-13T14:53:51.006955+00:00
18dfdd23-1ae4-42e6-9245-4c065e215ace,07830028-7caf-4e91-b0f2-efd0f931126c,Genshin Impact,47,0,0,2026-06-14T14:53:51.006955+00:00
de5a5ee9-6fa4-4163-ab46-7dddde7841cb,07830028-7caf-4e91-b0f2-efd0f931126c,Genshin Impact,62,0,0,2026-06-15T14:53:51.006955+00:00
b327f1d5-6a82-4a05-ac81-82dea26f80aa,07830028-7caf-4e91-b0f2-efd0f931126c,Genshin Impact,52,0,0,2026-06-16T14:53:51.006955+00:00
056ed61a-dc62-4f12-9528-62b9f6d09c71,07830028-7caf-4e91-b0f2-efd0f931126c,WoW,79,0,0,2026-06-17T14:53:51.006955+00:00
